genre,voice
5,誰か、コンバットフレームを操縦できるやつはいるのかよ！
5,軍曹がライセンスを持ってる
5,任せておけ
5,ここだ……開けるぞ
5,うわあああああ！
5,怪物が中に入り込んでいるぞ！
5,こいつら、壁を食い破って入って来やがったんだ！
5,ちっくしょう！コンバットフレームが！
5,壊されちまった！
5,とにかく敵を倒すんだ！
5,こいつらが吐く液体は、酸だ！
5,俺たちを溶かそうってのか！？
5,冗談じゃない！そんな死に方はゴメンだ！
5,浴びたらただじゃ済まないぞ。やられる前に撃て！
5,使えるコンバットフレームはなさそうだ
5,ひとつ残らず駄目か！
5,もういい！脱出するぞ！ついて来い！
5,怪物がいるぞ！
5,一体どれだけいやがるんだ！
5,撃ちまくれ！
5,戦闘は覚悟してたが、こんな大群とは！
5,ここは怪物の国か！
5,誰か応答してくれ！現在、地下で怪物と交戦中！救援を要請する！……駄目か
5,怪物が現れたってのに、地上のやつらは何をやってんだ！
5,きっと救援部隊が来るさ
5,こっちだ！ついて来い！
5,あの怪物は、どこの動物園から逃げてきたんだ！？
5,おかしい。10メートルの怪物が群れを成しているんだぞ。こうなる前に誰かが気付いたはずだ
5,よほどいい隠れ家があるってことか……
5,うわあああああ！
5,危ねっ！
5,下がれ！
5,天井が崩れたぞ！
5,道が塞がっちまった！
5,天井に穴が！
5,穴から怪物が出て来るぞ！
5,数が多すぎる！
5,こんな大群、一体どこに隠れていやがったんだ！
5,悪夢だ！
5,俺は不眠症なんだ！眠れなくなったらどうしてくれる！
5,まずは生き残ることを考えろ！
5,救援部隊はまだなのか！？
5,お前、民間人の割に中々度胸があるな
5,軍人に向いてる。志願したらどうだ？
5,ルートを変えるぞ！
5,こっちだ！
5,この先に行く
5,この隔壁の向こうだ。怪物がいるかもしれない。注意しろ
5,隔壁を開くぞ
5,軍曹、待ってください。心の準備を
5,ドアの向こうは、怪物だらけに違いねえ！
5,いいか、ロックを解除する
5,ううううおおおおっ！
5,ってあれ！？
5,脅かしやがる！
5,やれやれだ
5,先を急ぐぞ！
5,基地の中で遭難するとは思わなかったぜ
5,なぜ地上から連絡が来ない！？
5,きっと今頃、救援部隊の準備をしてるさ
5,そろそろ救援部隊が到着するころだ。今頃は地上で待機しているに違いない！
5,応答してくれ！地上の状況を知りたい！……くそっ！
5,なぜ地上のやつらは返事をしない！？
5,問題が起こっているのかもしれないな
5,何があったにせよ、今の俺たちほど酷くはねえさ
5,地上には救援部隊がいるはずだ。ここを出れば助かるぞ！
5,あの怪物はどこかの国の兵器かもしれないな
5,そんな馬鹿な！
5,生物ほど恐ろしい兵士はない。実際のところはな
5,そんなSFを読んだぜ。宇宙船にネズミが紛れ込むやつだ。宇宙旅行中に増えて食糧を全部食っちまう
5,機械と違って生物は繁殖する
5,おい、待てよ。まさかあの怪物、増えたりしないよな！？
5,軍曹！無事でしたか！
5,地上に出る。隔壁を開けてくれ
5,それが、壁の向こう側に怪物がいるようなんです
5,そうか。だが、ルートはここしかない。怪物を撃破するぞ！
5,隔壁を開け！
5,Yes,sir！
5,思ったよりいやがるぞ！
5,数が多すぎます！
5,怯むな！全滅させろ！
5,死ねっ、化け物め！死ねっ！死ねええっ！
5,落ち着け！冷静になれ！
5,頭がおかしくなりそうだ！
5,ちくしょう！怪物と戦うなんて想像したこともなかったぜ！
5,出口はすぐそこだ。地上へ出れば助かる！
5,出口だ！部隊と合流する！
5,地上は安全だ！急ぐぞ！
5,民間人！お前は頼りになる！
5,ここを出たら伍長のところに行け。入隊手続きをしてくれる
5,民間人、もう安全だ
5,出口だ！
5,なんだ、これは！？
5,まだいやがった！
5,装甲が融解してる！うわあああああっ！
5,おいっ!空を見てみろ！
5,こんなこと、信じられるか……？
5,円盤みたいなのが飛んでるぞ……
5,空飛ぶ円盤！？そんな馬鹿な！
5,地下にいる間に、映画の撮影でも始まったのかよ！
5,味方が戦闘中だ！援護する！続け！
5,死ねえ！怪物！
5,よくも戦友を！仇を取ってやる！
5,そこら中に怪物いるぞ！
5,地下の方がマシだった！穴から出るんじゃなかったぜ！
5,外に出れば安全じゃなかったのかよ！
5,くそっ！肝心な時にコンバットフレームが動かんとは！
5,怪物が何か吐き出しています！
5,うわあっ、酸だ！これは酸だ！
5,うろたえるな！俺たちのスーツは酸を防ぐ！
5,駄目です！うあああああっ！助けてください！うわあああああ！
5,こちらイオタ3。これより起動シークエンスに入る
5,歩兵はコンバットフレームを守れ！
5,軍曹、ご無事でなによりです
5,状況が知りたい。少尉はどこだ！
5,戦死されました。怪物に食われて！
5,くそっ！
5,怪物の群れだ！
5,総員、応戦せよ！
5,動ける者は戦闘に参加しろ！
5,撃て！怪物を近付けるな！
5,こちらイオタ1！起動シークエンス、最終フェイズ！
5,怪物をコンバットフレームに近付けるな！
5,敵が多すぎる！民間人を逃がせ！
5,避難したはずですが……。どうなったかは分かりません
5,護衛に就いていた伍長とは連絡が取れません
5,怪物に、円盤だと！くそっ、最低の組み合わせだぜ！
5,これホントなの？もし間違いだったら……
5,臨時報道です。各地でUFO（ユーエフオー）が目撃されています。カメラに映った光の点のような物ではありません。金属製のはっきりとした物体が確認されているようです。正体は不明。世界中で目撃報告が頻発していることから、複数のUFOが異なる場所を飛行しているようです
5,怪物の群れだ！
5,凄い数だぞ！
5,イオタ1、起動した！コンバットフレーム隊、戦闘を開始する！
5,こちら、イオタ2！怪物を食い止める！
5,駆除成功だ。ようやく終わったな……
5,空を見ろ！
5,何か、落ちてくるぞ！
5,退避、退避ー！
5,うう、うわあああああああ！
5,巨大な、塔だ……
5,機械で出来てるぞ……
5,怪物だ、塔の周りに怪物が出現してる！
5,怪物がどんどん増えてるぞ！
5,塔は、怪物を出現させる装置のようです。次から次へと出てきます！
5,怪物を攻撃しろ！
5,怪物はこの塔で送られてきているのかよ！
5,塔は空から来た！つまり怪物は空から来たってことだ！
5,あの塔を破壊しなければならない！塔を攻撃しろ！
5,怪物を呼んでいるのは塔の上についている機械だ！あれを攻撃すれば止められるかもしれない！塔の上部分を狙うんだ！
5,やったぞ！
5,成功だ！塔の上部分を狙えば破壊できるぞ！
5,見ろ！塔だ！
5,凄い数だ！あれが全部怪物を呼ぶのか！怪物の国になっちまうぞ！
5,UFOに関する続報です。飛行物体が目撃された地域では、モンスター……が出現しているようです。モンスターの全長は10メートルもあり、凶暴で人を襲うこともあるようです。今後の報道に十分に注意してください
5,塔の上部分を狙え！塔を破壊するんだ！
5,あの塔が市街地に落ちたら、大変な被害がでるぞ！
5,被害どころか、街がなくなっちまう！
5,一体何がどうなってる！
5,俺たちは何と戦っているんだ！
5,テロリストなんてレベルじゃないぞ！
5,俺たちは国家レベルの敵を相手にしてるってのか！
5,これは世界大戦だ！
5,くそっ！来週には海外のはずだったんだ！俺は運が悪すぎる……！
5,そうとも言えないぞ。欧州の友人から連絡があった。マルセイユ基地が千体の怪物に攻撃されてる！
5,怪物に襲われてるのは、ここだけじゃないってのか！？
5,大阪にも怪物が出たらしい
5,UFOの大群も目撃されてる
5,情報が錯綜している！デマを広めるな！冷静に対応するんだ！
5,この塔がどこから来るのか知りたい
5,巨大な円盤が落としているらしい。それ以上は分からない
5,円盤だと？
5,臨時ニュースです。現在、いくつかの地域で怪物が目撃されています。怪物は危険性があるようです。もし目撃した場合は慎重に行動してください。うかつに近付かず、すぐに通報してください
5,よくやった！
5,すべての怪物を倒せ！一体たりとも残してはならない！
5,上を見ろ！塔だ！
5,ここに落ちてきやがるぞ！
5,数が多すぎる！この基地はもう駄目だ！
5,基地を放棄する！直ちに撤退せよ！
5,逃げるぞ！民間人、ついて来い！安全な場所まで連れて行ってやる！
5,怪物を攻撃しろ！被害の拡大を防げ！
5,戦争が始まったってのか！？
5,やつら、街を攻撃してる！
5,ここにいるのは民間人だぞ！攻撃するなんて許されない！
5,軍曹、ちょうどいい。協力してくれ。一刻を争う。被害者をひとりでも減らしたい
5,了解。戦闘に参加する！
5,ちくしょう、休む間もない！
5,安全な場所ってのはどこにあるんだ！
5,我々が戦うしかない。市民を守れ！
5,一体どこの国の兵器なんだ！
5,これだけのことをしでかしたんだ。必ず黒幕を捕まえて後悔させてやる！
5,人間だといいけどな！
5,街が壊滅する前に、塔を破壊するぞ！
5,塔を破壊しないと街は終わりだ！
5,どうやら、ここは安全ではなかったようだ！塔を片付けたら、今度こそ安全な場所に連れて行ってやる！
5,軍曹、タンクと共に進め。タンクなら怪物の酸にも耐えられる。怪物が来たらタンクの後ろに隠れろ
5,軍曹、協力感謝する
5,教えてくれ。本格的な反撃作戦が始まるのはいつか？
5,軍曹、きみの予想より敵は強大だ。世界中が同時攻撃を受けている。現時点では、状況への対処で手一杯だ
5,EDFほどの組織がその場しのぎだと。それほど準備された攻撃だというのか……
5,飛行物体に関する続報です。飛行物体はモンスターを投下しているようです。各地に出現したモンスターは、すべて飛行物体が投下したものと考えられます。飛行物体は危険です。決して近付かず、もし目撃した場合はできるだけ遠くへ避難してください
5,タンク、前進しろ！
5,タンクは歩兵を守れ！
5,いいぞ、その調子だ！
5,塔を破壊しろ。上部分を狙え！
5,こちら戦略情報部。作戦をサポートします
5,ありがたい！
5,塔の落下軌道を逆にたどり、超巨大船の位置を特定しました
5,塔を落としているやつか！
5,現在、作戦エリア上空を通過中です。塔の落下が懸念されます。上空に警戒してください
5,上だ！
5,塔が落ちてくるぞ！
5,うううわああああああ！
5,ちくしょう！どこのどいつの仕業なんだ！
5,被害が広がる前に塔を破壊する！
5,まもなく攻撃ヘリ部隊が到着する。地上部隊、ヘリが来るまで持ちこたえろ！
5,こちらホーク1。現在敵の飛行物体に攻撃されている
5,恐ろしい数だ。こっちの十倍以上はいるぞ！
5,攻撃を中止し、作戦エリアから脱出する！
5,化け物を見た！友人が食われた！すぐに来てくれ！
5,助けてくれ！怪物が……！怪物が家の前にいるんだ！
5,駄目だ、みんなやられた！
5,被弾した！落ちるぞ！掴まれ！
5,こちら戦略情報部。超巨大船が降下を開始。作戦エリア上空に飛来する可能性があります
5,なんだと？
5,到達時間は……あっ！そんな……。すでに地上付近に到達しています
5,見ろ！塔が来るぞ
5,えー、飛行物体の正体は、未だ分かっておりません。主要各国は関与を否定。関係を疑わせる勢力も特定できていません。政府は一刻も早い状況解明を約束していますが、関係機関にも混乱が見られ、見通しは不透明です
5,情報が欲しい。我々は何と戦っている！？
5,敵性勢力だ
5,敵性勢力とは何か！？
5,んぅ！？軍曹、まずいぞ！
5,あれはなんだ！？
5,街みたいにでかいぞ！
5,宇宙船……なのか？
5,まさか……エイリアンだってのかよ！
5,もしもし！弟が怪物を見たと言っています！象のように大きかったと……え？いいえ、そんな！信じてください！
5,そろそろ、目を覚ますとするか。まったく、変な夢だぜ。怪物なんている訳がない
5,円盤だ！円盤が出てくるぞ！
5,これはテロじゃない！侵略だあああああ！
5,なんだあれは？
5,安全な場所どころか、世界の終わりってやつだぜ
5,どこかの国の、新兵器なのか！？
5,見ろ！あれはなんなんだ！
5,円盤みたいに見える……
5,あれは敵なのか？
5,攻撃してきやがった！
5,撃て！撃ち落とせ！
5,こちら本部。円盤は危険だ。攻撃を許可する
5,見ろ！撃墜したぞ！俺たちの武器でもなんとかやれる！
5,円盤が出てくるぞ！
5,なんて数なんだ……
5,行動パターンを解析しました。この兵器は、自律型の戦闘ドローンと思われます。攻撃目標はおそらく、人間です
5,無人の殺戮兵器か
5,こんな兵器が野放しになってみろ。途方もない被害が出るぞ。すべて撃ち落とさねば
5,戦闘ドローンは条約で禁止されているはずだ
5,どこの国がこんなものを……
5,いい加減に認めやがれ！エイリアンが攻めてきやがったんだ！
5,冗談を言ってる場合じゃない！
5,こちらハンマーズ。配置につきました
5,よし。アンチマテリアルライフルなら、あのドローンを撃墜できるはずだ
5,戦闘を開始しろ！
5,了解
5,こちらウイングダイバー。現地に到着
5,全員、D兵装です
5,よし、円盤を攻撃せよ
5,ドローンを一機でも残せば、市民が襲われる。すべて破壊しろ！
5,現在までのところ、飛行物体に関する有力な情報は得られていません。各国は関与を否定し続けています。しかし、攻撃があまりにも大規模であることから、実行能力を持った勢力は限られてきます。事態解明のため必要なのは可能性を持った勢力への追及。そして強制力を持った調査です――
5,円盤が出現してる！
5,か、数が……多すぎる！
5,円盤は人間を無差別に攻撃しているようだ。市民が危ない。可能な限り円盤を撃墜しろ！
5,ただのテロリストにこんな武器が用意できるはずがない。敵は……相当な力を持った国家のようだ
5,超巨大船に動きがあります！何かの装置が起動したようです！
5,退避した方がい！
5,情報収集を最優先してください
5,聞いたか？被害が出ても構わないってよ！
5,なんだあの装置は？
5,見ろ！あれは大砲じゃないか？
5,待て、やばいぞ！
5,やつら、攻撃する気だぞ！
5,待て待て待て！
5,撤退しろー！
5,下がれ！下がれー！
5,うわあああああああああーっ
5,間違いない！やつらはエイリアンだぁー！
5,世界大戦どころか、宇宙戦争だってのか！
5,応答してくれ！
5,こちら作戦司令本部
5,敵性勢力とは何か！？どんな勢力か具体的に知りたい！
5,まだ来るぞ！
5,空軍は何をやってんだよ！
5,数が多すぎるー！
5,このままだと、全滅だぁ！
5,ドローンは逃げても追ってくる！生き延びるためには、戦うしかないぞ！
5,おい、この悪夢はいつ覚めるんだ？俺はベッドで目を覚ます。そうだろ！
5,超巨大船が上昇してるぞ！
5,超巨大船は空軍に任せろ。地上部隊はドローンを撃墜しろ
5,コンバットフレーム、戦闘を開始せよ！
5,アームズ1、戦闘開始
5,コンバットフレームの力を、見せてやる
5,超巨大船からドローンが発進しました。その数、数千
5,ドローンは数百の単位で編隊を組み移動を開始。市民に深刻な危険が迫っています
5,くそっ、何者か知らないが、本気で戦争を始めるつもりか！
5,軍曹、民間人を連れてその場を離れろ。安全な場所に向かえ
5,こちらドルフィン！建物に隠れているが、周りは円盤だらけだ！救援を！
5,こちらラビット！円盤に囲まれています。身動きが取れません！
5,仲間の救援に向かう
5,そりゃ無茶ってもんだ
5,軍曹、聞こえるか？円盤に関する情報がある
5,こちら戦略情報部。あの円盤は無人機。つまりドローンです。やり方によっては少数でも戦えるはずです
5,方法を教えてくれ
5,重要なのはドローンの色です。青いドローンは警備モード。無害な状態だと推測されます。青く輝くドローンに危険はありません
5,なんらかの条件でドローンは赤く変わります。赤いドローンは戦闘モード。目標を追跡破壊する、殺戮マシーンです
5,このエリアのドローンはすべて警備モードだ。一度に全部を相手にせず、少しずつ誘い出し、各個に撃破しろ
5,この方法なら十分に勝機はある
5,一刻を争う！軍曹、ドルフィンとラビットを救助してくれ！
5,やってみよう！
5,青は警備モード、赤は戦闘モードです
5,所詮は機械だ。からくりさえ分かってしまえば戦い様はある
5,はやく仲間を助けて、ここから逃げましょう！
5,警備モードから戦闘モードに切り替わる条件を詳細に分析しました。戦闘モードに移行する条件は三つです。少佐「一、人間が一定距離まで近付く
5,二、攻撃を受ける
5,三、被弾したドローンの周囲にいる機体は攻撃モードに変化。  つまり、被弾したドローンは周囲に敵の存在を知らせるのです
5,こちらドルフィン！追い詰められた！建物から出て反撃する！
5,救援部隊はまだか！？
5,ありがたい、援軍か！だが民間人がいるのはなぜだ？
5,このままじゃ全滅だ！
5,こちらラビット！こうなったら、敵を道連れにしてやります！行くぞ！
5,感謝します！でも、なぜ民間人が？
5,いいぞ軍曹！残りのドローンも破壊しろ！
5,敵性勢力が何者かは知らないが、強大な軍事力を持っていることは間違いない。そして、やつらは俺たちを殺し、破壊の限りを尽くそうとしている
5,そんなやつらには関わりたくねぇ
5,私はEDF総司令官だ。これより重要な情報を伝える。現在、EDFは敵性勢力との交戦状態にある。我々は先制攻撃を受け、多くの基地を失った。それだけではない。敵は大都市に怪物を投下、民間人への無差別攻撃を続けている。今、この瞬間も犠牲者は増え続けている。すべての兵士に告げる！我々は戦わねばならない！
5,素晴らしい戦果です。このデータを解析すれば、戦いの流れを変えられるかもしれません
5,民間人、よくやったな。今度こそ、安全な場所へ連れて行ってやる
5,市民を守るのが我々の役目だからな
5,ここも安全には見えないな
5,安全どころか、ますますヤバくなってやがるぞ！
5,どう見ても危険だ！
5,俺たちよりも市民が危険だ
5,軍曹、力を貸してくれ。怪物を駆除する
5,分かっている。行くぞ！
5,見たことがない怪物だ！
5,この怪物は糸を出すぞ！糸に気をつけろ！動けなくなるぞ！
5,この怪物！ 強いぞ！
5,俺たちだけで勝てるのか！
5,お前はもう立派な兵士だ。志願しろ。軍は歓迎するぞ
5,熱烈歓迎だぜ
5,兵士はいいぞ
5,最高の仕事だ。怪物さえいなければ
5,こちらレンジャー3！糸を出す怪物と交戦中！負傷者、2名！
5,強すぎます！撤退しましょう！
5,糸に当たらなければ、なんということはない！何っ！？
5,こちら戦略情報部。先に遭遇した黒い怪物をα、糸を出す怪物をβと命名します
5,β型は俊敏ではありませんが、酸を含んだ糸を出すため非常に危険です
5,おい見ろ！大型円盤だ！
5,怪物を投下してるぞ！
5,くそっ！怪物どもを倒すぞ！
5,大型円盤の破壊は難しい。怪物だけでも駆除しろ！
5,怪物共をやるぞ！前進！
5,行く先々に怪物がいやがる。運がねえぜ
5,いや違うぞ。ここだけじゃない。世界中が、怪物だらけなんだ
5,怪物だー！
5,地底からだと！？
5,不味い！囲まれてるぞ！
5,撃ちまくれ！怪物を倒せ！
5,俺たちを待ち伏せしてやがった！
5,至る所に大型円盤が出現。怪物を投下し続けています
5,分かっている！ここも怪物だらけだ！
5,総司令官から全兵士へ。我々は敵の奇襲攻撃を受け多大な損害を被った。戦火は全世界に及び、今も拡大し続けている。残念ながら、初戦は敵にしてやられた。だが、まだ負けたわけではない。今重要なことは、人々が危険に晒されているということだ。我々は衝撃から立ち直り、反撃を開始しなければならない。EDFは再び立ち上がる。今、この時から！
5,民間人！今度こそ安全な場所へ連れて行ってやる
5,そんな場所があればな
5,酷い雨だぜ
5,前進しろ！
5,落下してくる塔を確認。注意してください
5,軍曹！塔が落ちて来るぞ！
5,うわあああああ！
5,落ちて来やがった！
5,糸を出すやつが出て来るぞ！
5,β型だ！β型が出て来るぞ！
5,あの塔を放置する訳にはいかない。被害が広がる前に破壊するぞ！
5,軍人になる決心はついたか？
5,兵士はいいぞ
5,年金も出る
5,老後は安心だ
5,でも、死亡保障には期待するなよ
5,塔を破壊しないと街が怪物だらけになる
5,街を怪物で埋め尽くすのが敵の狙いだ。だが俺たちが許さない。塔を破壊し、やつらの目論見を阻止する！
5,落ちて来るぞ！
5,β型が出て来るぞ
5,先程、EDFから驚くべき発表がありました。世界各地に飛来した飛行物体は、地球外文明の宇宙船だということです。EDFはレーダーの記録データを公開。それには無数の飛行物体が地球軌道上に出現した瞬間が、記録されているとのことです。あまりに衝撃的な内容に報道陣を始め、集まった人々は言葉を失いました。現在、EDF総司令部には、世界中の報道関係者が詰め掛けており、大混乱となりつつあります
5,敵がエイリアンだと？
5,いくらなんでも……まさか！
5,俺は納得したぜ。この目で円盤を見たんだ。信じるしかねえ
5,塔だ！
5,また来やがった！
5,EDF総司令部に無数の人々が詰め掛けています！大混乱です！報道関係者ばかりではなく、一般市民まで集まり始めました！発表を疑い抗議する者、対策を問い質す者、保護を求める者、様々な要求が怒号となって飛び交っています！
5,民間人、きっと安全な場所へ連れて行ってやる！
5,気休めもいい加減にしやがれ……
5,軍曹、民間人の護衛に部隊を割こう。安全な場所まで連れて行ってやれ
5,今度こそ、安全な場所に連れて行ってやる
5,到着したら俺たちも一休みだ
5,これ以上は働けねー……
5,まずは美味い飯。それから……
5,静かに！何か聞こえるぞ！
5,怪物だー！
5,怪物の大群だー！
5,左右から来るぞー!
5,安全な場所どころか、危なくなる一方だ！
5,この怪物、赤いぞ！
5,硬い！銃弾を弾きやがった！
5,攻撃が効かないぞ！
5,黒い怪物よりずっと硬い！もう駄目だ！
5,こいつら、硬いが酸を吐かない！勝ち目はあるぞ！
5,酸を出さない怪物だ！諦めずに戦えー！
5,牙に捕まっても諦めるな！怪物を撃って仕留めろ！
5,牙に捕まっても、銃で怪物を撃てってよ！
5,それより仲間を当てにしてる！捕まったら助けてくれ！
5,EDFは非常事態を宣言し、総司令部への立ち入りを禁じました！これに反発した人々が警備隊ともみ合いになっています！
5,また来やがった！
5,赤い怪物だ！
5,怪物が来るぞー！
5,これは本当に不味いぞ！
5,こんなの手に負えない！
5,赤い怪物の武器は牙だ！近付かれる前に撃て！
5,総司令官から全兵士へ。重要な情報を伝える。敵性勢力の正体だ。彼らは……地球外文明人だと推測される
5,皆の気持ちはよく分かる。信じられる訳がない。私の頭がおかしくなったと疑った者もいるだろう。しかし残念なことに、私は正気だ。これは公式放送である。我々は地球外文明と遭遇した。地球は侵略を受けている！
5,おい、聞いたか？
5,そんな馬鹿な……
5,ただいまより緊急報道を行います。EDFより重大な発表がありました。地球外生命体のものと思われる宇宙船が確認されたとのことです。宇宙船はすでに地球軌道上に到達しており、一部の地域ではEDFとの交戦が始まっています
5,驚かれた方も多いかと思いますが、これは正式な報道です。ドラマや映画の宣伝ではありません。イタズラや間違いでもありません。現在、我々は異星人との交戦状態にあります。パニックを起こさず、冷静に行動してください。今すぐに出来ることはありません。今後の報道に注意してください。避難の必要がある地域には警報が発令されます
5,総司令官より全兵士へ。敵は空からやって来る。今現在、地球上に安全な場所はない。あらゆる場所が戦場になり得る。すべての兵士が戦いに備えなければならない。全兵士が最前線にいるものと覚悟して欲しい
5,これ以上気休めを言っても仕方がない。民間人、分かっていると思うが……
5,安全な場所なんてないってよ。残念だったな
5,そう言うな。こんな状態だ。誰だって分かる
5,怪物です！
5,駆除するぞ！
5,大型円盤は空軍に任せろ！地上の怪物を倒せ！
5,怪物を駆除する！
5,まもなく大型円盤の編隊がこのエリアを通過する。大型円盤から投下された怪物を駆除しろ！
5,大型円盤は空軍が撃墜する。まもなく攻撃が始まるぞ！
5,空軍が攻撃する！歩兵は下がれ！
5,空爆が始まるぞ！
5,下がれ！空爆に巻き込まれるぞ！
5,やべえ！味方の攻撃で死んでたまるかよ！
5,こちらスカイバット。攻撃を開始する
5,遅い遅い！
5,こんな兵器で俺たちに勝てるつもりか！
5,はっは！面白い様に当たるぞ！
5,ノロマめ！避けてみろ！
5,無傷だと！？
5,ちっくしょう！攻撃が効かない！
5,回避しないのは、その必要がないからだ！
5,大型円盤が怪物を投下しています！
5,怪物をここで食い止めるぞ！市街地に入れるな！
5,戦況報道です。EDFはエイリアンに大きな損害を与えたものの、戦闘は未だ継続しています。戦況は優勢です。流言飛語に惑わされず、冷静に行動し、パニックを起こさないようにしてください。避難が必要な地域は警報が発令されます。万一避難が必要になった場合、迅速に行動できるよう、必要最低限の荷物をまとめるなど、準備を始めてください
